,Unnamed: 0,id,screen_name,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place,user_name,location,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified,sentiment,sentimentScore
48,48,1190202534436261888,pauladdophotos,Fri Nov 01 09:42:51 +0000 2019,"ACCRA, Smoke in our lungs

Large plumes of black and grey smoke over Accra city. Whenever e-waste is burnt, this is what happens over the city we all live in. A huge smoke majestically travels and share present in our lungs. #MyGhana 🇬🇭 #Airpollution #PaulAddoPhotography https://t.co/a96gCjmC4d",ACCRA Smoke lungsLarge plumes black grey smoke Accra city Whenever e-waste burnt happens city live A huge smoke majestically travels share present lungs,0.06393939393939395,0.3866666666666666,1.0,1.0,False,"MyGhana, Airpollution, PaulAddoPhotography",,"Oyarifa, Ghana",Paul Addo Photography 🇬🇭,Ghana,"Photographer 📷 | Traveller | Cityscape | IpromoteGhana | Portraits | Wedding | Landscape | Fante Boy
 📞 +233 202769971 
pauladdophotograhy@gmail.com",2746,1025,7,5583,15321,False,NEUTRAL,[0.66362816]
49,49,1234809613981278208,kofiamegah,Tue Mar 03 11:55:28 +0000 2020,Great initiative. Mitigate against #AirPollution and #ClimateChange big time. How I wish countries here in Africa can follow suit https://t.co/rRwLqhGkT6,Great initiative Mitigate big time How I wish countries Africa follow suit,0.4,0.425,0.0,1.0,False,"AirPollution, ClimateChange",,"Cape Coast, Ghana",Kofi Amegah,"Cape Coast, Ghana","Epidemiologist @UCCGH_Official 
Lead @GhanaAQ
Lead @AmegahLab
#PublicHealth #Nutrition #EnvironmentalHealth  #AirPollution #DataScience",412,282,5,1984,2505,False,NEUTRAL,[0.5139813]
50,50,1233891620313092098,kofiamegah,Sat Feb 29 23:07:41 +0000 2020,Green infrastructure mitigates against #AirPollution https://t.co/3exmjPdhry,Green infrastructure mitigates,-0.2,0.3,5.0,0.0,False,AirPollution,,"Central, Ghana",Kofi Amegah,"Cape Coast, Ghana","Epidemiologist @UCCGH_Official 
Lead @GhanaAQ
Lead @AmegahLab
#PublicHealth #Nutrition #EnvironmentalHealth  #AirPollution #DataScience",412,282,5,1984,2505,False,POSITIVE,[0.73919797]
51,51,1214662021825908736,BenjVdA,Tue Jan 07 21:36:07 +0000 2020,Harmattan in Accra is at its peak. Suspended sand particles blown all the way from Sahara. Can't wait to see the blue skies back. Get your own #AirSense monitoring device today... #AirQuality #sensors  @SGS_SA https://t.co/II8uDsnlkt,Harmattan Accra peak Suspended sand particles blown way Sahara Ca n't wait see blue skies back Get monitoring device today ...,0.0,0.05,2.0,0.0,False,"AirSense, AirQuality, sensors",SGS_SA,"Accra, Ghana",Benjamin Van der Auwera 🇧🇪🇬🇭🇺🇳,"Accra, Ghana","Happy father & husband, birdwatcher and nature enthusiast, innovation & data-viz, Environment Monitoring & EDGE Green Buildings. work @SGS_SA. views my own.",91,326,1,350,828,False,POSITIVE,[0.73196626]
52,52,1206173793095475201,CarolineHasl,Sun Dec 15 11:26:56 +0000 2019,"The question is not just ""what is the government doing about air pollution"" the question is what are you doing to help?

#AirPollution #airquality #cop25 https://t.co/VpsHgh4TPw",The question `` government air pollution '' question help,0.0,0.0,20.0,8.0,False,"AirPollution, airquality, cop25",,"New Delhi, India",Caroline Hasl,"Prague, Czech Republic",retweeting funny things,245,234,2,838,7439,False,POSITIVE,[0.7171698]
53,53,1206336488557948929,kofiamegah,Sun Dec 15 22:13:26 +0000 2019,Absolutely. We are helping in Ghana through our @ghanaaq project. What are you doing to improve #AirQuality https://t.co/pszC1pVgUf,Absolutely We helping Ghana project What improve,0.2,0.9,13.0,4.0,False,AirQuality,GhanaAQ,"Central, Ghana",Kofi Amegah,"Cape Coast, Ghana","Epidemiologist @UCCGH_Official 
Lead @GhanaAQ
Lead @AmegahLab
#PublicHealth #Nutrition #EnvironmentalHealth  #AirPollution #DataScience",412,282,5,1984,2505,False,POSITIVE,[0.8107713]
54,54,1228411139744243713,eci_africa,Fri Feb 14 20:10:13 +0000 2020,"Now is the time to step up local, national, regional and global efforts to tackle #AirPollution and slow down #ClimateChange https://t.co/1VEvEZO2Er",Now time step local national regional global efforts tackle slow,-0.10000000000000002,0.13333333333333333,0.0,0.0,False,"AirPollution, ClimateChange",,"Nairobi, Kenya",Environmental Compliance Institute,"Nairobi, Kenya","Influencing #policy, environmental #governance & #compliance in the Region. #Nairobi is #HQ #ECIAfrica #ECI",301,580,1,1036,1104,False,NEUTRAL,[0.4730777]
55,55,1228362596828483585,CCACoalition,Fri Feb 14 16:57:19 +0000 2020,"Air pollution is responsible for millions of premature deaths each year, costs the global economy trillions of dollars, and is contributing to the climate crisis. 

But we have the solutions to stop it now. 

#BreatheLife
https://t.co/zlreLtshku",Air pollution responsible millions premature deaths year costs global economy trillions dollars contributing climate crisis But solutions stop //,0.1,0.275,7.0,8.0,False,BreatheLife,,,Climate & Clean Air Coalition,"Paris, France",Global partnership reducing Short-Lived Climate Pollutants to fight climate change & air pollution. Secretariat @UNEP. #Methane #BlackCarbon #HFCs,12671,1223,351,6455,5432,True,NEGATIVE,[0.306538]
56,56,1195037912619978752,dnjugi,Thu Nov 14 17:56:55 +0000 2019,"DYK 50% of #pneumonia deaths among children under 5 are caused by toxins inhaled from household #airpollution from cooking with polluting, inefficient stoves &amp; fuels?

#CleanCookingIs a tool for ensuring children around the world live healthier, longer lives!",DYK deaths among children caused toxins inhaled household cooking polluting inefficient stoves amp fuels tool ensuring children around world live healthier longer lives,0.13636363636363635,0.5,6.0,3.0,,"pneumonia, airpollution, CleanCookingIs",,"Nairobi, Kenya",Njugi,Nairobi,"CEO @cleancookingke Sustainability Evangelist.Highly motivated individual in the Renewable energy sector. Mechanical Engineer, CPA (K)",364,977,3,1890,3156,False,NEGATIVE,[0.29837242]
57,57,1194913176107831297,eci_africa,Thu Nov 14 09:41:16 +0000 2019,"Vehicle population will continue to grow in Africa exacerbating the problem of #airpollution hence the need for a more efficient, convenient and attractive public transport system @UNEP @Nidhi @KCCAUG @Connect4Climate @transenv @SergioSCleanAir",Vehicle population continue grow Africa exacerbating problem hence need efficient convenient attractive public transport system,0.4,0.5333333333333333,4.0,3.0,,airpollution,"UNEP, Nidhi, KCCAUG, Connect4Climate, transenv, SergioSCleanAir","Nairobi, Kenya",Environmental Compliance Institute,"Nairobi, Kenya","Influencing #policy, environmental #governance & #compliance in the Region. #Nairobi is #HQ #ECIAfrica #ECI",301,580,1,1036,1104,False,NEUTRAL,[0.61842996]
58,58,1205126139573874689,eci_africa,Thu Dec 12 14:03:56 +0000 2019,E-mobility the way to go in order to beat  traffic #AirPollution in our cities @Rob_AQMobility @SusTranAfrica https://t.co/rZ1eMpzN8L,E-mobility way go order beat traffic cities,0.0,0.0,4.0,2.0,False,AirPollution,"Rob_AQMobility, SusTranAfrica","Nairobi, Kenya",Environmental Compliance Institute,"Nairobi, Kenya","Influencing #policy, environmental #governance & #compliance in the Region. #Nairobi is #HQ #ECIAfrica #ECI",301,580,1,1036,1104,False,NEUTRAL,[0.6921216]
59,59,1204709612378820609,Juliet_Kabera,Wed Dec 11 10:28:48 +0000 2019,"Congrats @JoshWhaleNZ for the successful launch of 250,000KM traveled by the e-motorcycles all assembled in Rwanda! With the reliable electricity supply and Rwanda’s enthusiasm in e-mobility, we are just set to go! Thanks to @GreenFundRw for supporting this clean innovation. https://t.co/pY94eKDBAf",Congrats successful launch KM traveled e-motorcycles assembled Rwanda With reliable electricity supply Rwandas enthusiasm e-mobility set go Thanks supporting clean innovation,0.39166666666666666,0.525,35.0,12.0,False,,"JoshWhaleNZ, GreenFundRw",,Juliet Kabera,,"Director General, Rwanda Environment Management Authority - @REMA_Rwanda",1985,205,10,339,230,False,POSITIVE,[0.9354807]
60,60,1194624552308883457,m_obrien68,Wed Nov 13 14:34:22 +0000 2019,This is great! #endCoal!! African Development Bank decides not to fund Kenya coal project https://t.co/seVYQ6EkIR,This great African Development Bank decides fund Kenya coal project,0.4,0.375,9.0,2.0,False,endCoal,,"Nairobi, Kenya",Michael O'Brien-Onyeka,"Nairobi, Kenya","Senior Vice President, Africa Field Division at Conservation International. Doing my bit to save HUMANITY (and the planet). Views here are entirely mine",935,1720,22,2803,866,False,POSITIVE,[0.83740246]
61,61,1230923475742810112,patriciakombo,Fri Feb 21 18:33:20 +0000 2020,"It's our responsibility
#FridaysForFuture
#ClimateCrisis  deepens poverty
Threaten food and water supply
Makes people homeless
Reduces #AirQuality
@GretaThunberg
@Greenpeace @Fridays4future @Fridays4FutureU @FoundationVeer @cookswelljikos https://t.co/wACUNbqbQc",It 's responsibility deepens povertyThreaten food water supplyMakes people homelessReduces,0.0,0.0,247.0,86.0,False,"FridaysForFuture, ClimateCrisis, AirQuality","GretaThunberg, Greenpeace, Fridays4future, Fridays4FutureU, FoundationVeer, cookswelljikos",Central Park Nairobi,Africa is not a dumpster,Kenya,"#Environmental Educator, #Treeplanter Founder of #PaTreeInitiative
#Climate Activist,  #UnccdLandHero
#AridToGreen
patriciahmumbua@gmail.com",7345,6105,75,3558,7982,False,POSITIVE,[0.7606994]
62,62,1215338249721466880,PetriPellikka,Thu Jan 09 18:23:13 +0000 2020,"#PM10 readings from Vaisala AQT420 #airquality sensor at #burning sisal waste site in Taita, Kenya. High PM10 values indicate burning &amp; variation is caused by changes in wind direction. But how to explain the high peak on Jan 8? @VaisalaGroup @INAR_fin @mega_sense @helsinkiuni https://t.co/LfzvpYm1dj",readings Vaisala AQT420 sensor sisal waste site Taita Kenya High PM10 values indicate burning amp variation caused changes wind direction But explain high peak Jan,0.04,0.35999999999999993,2.0,0.0,False,"PM10, airquality, burning","VaisalaGroup, INAR_fin, mega_sense, helsinkiuni","Nairobi, Kenya",Petri Pellikka,"Porvoo, Finland & Taita, Kenya","Professor of geoinformatics @helsinkiuni since 2002. Earth Change Observation Lab in Helsinki. #TaitaResearchStation in Kenya. Geographer, forester, writer.",721,714,9,746,1592,False,NEGATIVE,[0.22275633]
63,63,1192317067384512512,AndriannahM,Thu Nov 07 05:45:15 +0000 2019,The first #AirQuality Management course for #Counties leading with @NairobiCounty1 partnering with @SK_UNEP and @JoshVandeHey @SEIresearch @CleanAirJ and @ANGA_AtmosSci with #Environment and #Health officers. We hope this is one of many #trainthetrainers https://t.co/fQg4FLw7ZO,The first Management course leading partnering officers We hope one many,0.375,0.4166666666666666,26.0,9.0,False,"AirQuality, Counties, Environment, Health, trainthetrainers","NairobiCounty1, SK_UNEP, JoshVandeHey, SEIresearch, CleanAirJ, ANGA_AtmosSci","Nairobi, Kenya",Dr Andriannah Mbandi,"Nairobi, Kenya",#Kenyan #SAresearcher a #WomenInSTEM working with #Africa #Cities #AirQuality #Mobility #Emissions assessing the impact on #PublicHealth #FoodSecurity #Climate,764,986,42,1624,4909,False,POSITIVE,[0.845635]
64,64,1210801519315963905,AndriannahM,Sat Dec 28 05:55:52 +0000 2019,Most proud moment of 2019 @discoverseku 4th year Atmospheric Pollution students #STEMeducation get introduced for the first time to #AirQuality #Sensors for #ParticulateMatter courtesy of @pk_shishodia @SEIresearch. Hope they become researchers in the field to #beatairpollution https://t.co/CFCR4ND9fE,Most proud moment th year Atmospheric Pollution students get introduced first time courtesy Hope become researchers field,0.3875,0.4583333333333333,18.0,4.0,False,"STEMeducation, AirQuality, Sensors, ParticulateMatter, beatairpollution","discoverseku, pk_shishodia, SEIresearch","Nairobi, Kenya",Dr Andriannah Mbandi,"Nairobi, Kenya",#Kenyan #SAresearcher a #WomenInSTEM working with #Africa #Cities #AirQuality #Mobility #Emissions assessing the impact on #PublicHealth #FoodSecurity #Climate,764,986,42,1624,4909,False,POSITIVE,[0.96439457]
65,65,1191982338441404416,PMOsano,Wed Nov 06 07:35:10 +0000 2019,Pleased to officially open the 2 day air quality management training for Enviroment and Health Officers of Nairobi City County Government https://t.co/HlcuHhePyz,Pleased officially open day air quality management training Enviroment Health Officers Nairobi City County Government,0.25,0.75,11.0,1.0,False,,,,Philip Osano,,Science and policy enthusiast. Gor Mahia and Queens Park Rangers (QPR) fan.  Tweets represent own views. RT # endorsement,515,3686,1,798,4773,False,NEUTRAL,[0.5548554]
66,66,1217660584000479232,PetriPellikka,Thu Jan 16 04:11:20 +0000 2020,Capitol of Ethiopia and African Union bathing in the morning sun. Rising sun burns the clouds and what we see is the #smog over the centre of Addis Abeba. #airquality #urbanization #megatrends @mega_sense @INAR_fin https://t.co/FAigegb9ai,Capitol Ethiopia African Union bathing morning sun Rising sun burns clouds see centre Addis Abeba,0.0,0.0,4.0,0.0,False,"smog, airquality, urbanization, megatrends","mega_sense, INAR_fin","Nairobi, Kenya",Petri Pellikka,"Porvoo, Finland & Taita, Kenya","Professor of geoinformatics @helsinkiuni since 2002. Earth Change Observation Lab in Helsinki. #TaitaResearchStation in Kenya. Geographer, forester, writer.",721,714,9,746,1592,False,NEUTRAL,[0.5579634]
68,68,1195767983819362304,KappelleMaarten,Sat Nov 16 18:17:58 +0000 2019,Great to hear about the Netherlands 🇳🇱 renewed support to @UNEP ‘s #EnvironmentFund and @DutchMFA ‘s interest to strengthen the #SciencePolicy Interface and the Climate Adaptation &amp; Mitigation Science Agenda! @WaspClimate @GlobalLF @TimChristo @SigridKaag @SCMGardner #emissions https://t.co/Bn7RjyFhFC https://t.co/tHxyPT3lCi,Great hear Netherlands renewed support interest strengthen Interface Climate Adaptation amp Mitigation Science Agenda,0.8,0.75,3.0,0.0,False,"EnvironmentFund, SciencePolicy, emissions","UNEP, DutchMFA, WaspClimate, GlobalLF, TimChristo, SigridKaag, SCMGardner","Nairobi, Kenya",Maarten Kappelle,"Nairobi, Kenya",Scientist. Optimist. Motivator. Manager. @UNEP unleashing the potential of science for post-COVID sustainability. PhD. Born @ 318 ppm CO2. Views my own.,728,1836,13,1754,3684,False,POSITIVE,[0.9024486]
69,69,1195386052099350529,UNEP,Fri Nov 15 17:00:18 +0000 2019,"The Netherlands🇳🇱 has renewed its commitment to the Environment Fund, which provides the bedrock for our work worldwide, including the enabling of science-based policymaking, capacity-building &amp; results-focused programme management. Learn more ⬇️ https://t.co/k0EMd0xO9d",The Netherlands renewed commitment Environment Fund provides bedrock work worldwide including enabling science-based policymaking capacity-building amp results-focused programme management Learn,0.0,0.0,111.0,47.0,False,,,,UN Environment Programme,"Nairobi, Kenya",Official account of the United Nations Environment Programme. 🌏🌍🌎 #ForNature,1052780,2951,10605,29745,11675,True,NEUTRAL,[0.58310926]
70,70,1204331343779377152,KappelleMaarten,Tue Dec 10 09:25:42 +0000 2019,Presenting the @UNEP 2019 #emissionsgap report at the Committee of Permanent Representatives in #Nairobi today! #Emissions are not yet peaking and #NDCs not ambitious enough. The World needs to increase ambition and accelerate action! @COP25CL @antonioguterres @JoyceMsuya https://t.co/Mw5zuw1Uff,Presenting report Committee Permanent Representatives today yet peaking ambitious enough The World needs increase ambition accelerate action,0.11666666666666665,0.45,18.0,4.0,False,"emissionsgap, Nairobi, Emissions, NDCs","UNEP, COP25CL, antonioguterres, JoyceMsuya","Nairobi, Kenya",Maarten Kappelle,"Nairobi, Kenya",Scientist. Optimist. Motivator. Manager. @UNEP unleashing the potential of science for post-COVID sustainability. PhD. Born @ 318 ppm CO2. Views my own.,728,1836,13,1754,3684,False,NEUTRAL,[0.66109085]
71,71,1219283399262851074,aruhweza,Mon Jan 20 15:39:50 +0000 2020,"What should be the #1 priority for the @IMOHQ Secretary General as he starts his second term? Cutting shipping #emissions. Read our open letter with civil society organisations:  
 https://t.co/bnoCIGtK0q #ClimateCrisis",What priority Secretary General starts second term Cutting shipping Read open letter civil society organisations,-0.13749999999999998,0.475,0.0,0.0,False,"emissions, ClimateCrisis",IMOHQ,"Nairobi, Kenya",Alice Ruhweza,"Nairobi, Kenya",Africa Region Director @WWF; @WWF_Africa; All views mine!; @AspenNewVoices Senior Fellow; Board Member #OneCGIAR & @EverGreeningA; Former @UNDP & @africa_ci,1904,3931,84,18592,14031,False,NEUTRAL,[0.649037]
72,72,1217660584000479232,PetriPellikka,Thu Jan 16 04:11:20 +0000 2020,Capitol of Ethiopia and African Union bathing in the morning sun. Rising sun burns the clouds and what we see is the #smog over the centre of Addis Abeba. #airquality #urbanization #megatrends @mega_sense @INAR_fin https://t.co/FAigegb9ai,Capitol Ethiopia African Union bathing morning sun Rising sun burns clouds see centre Addis Abeba,0.0,0.0,4.0,0.0,False,"smog, airquality, urbanization, megatrends","mega_sense, INAR_fin","Nairobi, Kenya",Petri Pellikka,"Porvoo, Finland & Taita, Kenya","Professor of geoinformatics @helsinkiuni since 2002. Earth Change Observation Lab in Helsinki. #TaitaResearchStation in Kenya. Geographer, forester, writer.",721,714,9,746,1592,False,NEUTRAL,[0.5579634]
73,73,1212994404111265792,sidchat1,Fri Jan 03 07:09:36 +0000 2020,"First run 🏃 in Jan 2020. Few days ago I was at home in 🇮🇳 where air pollution were at hazardous levels &amp; today in Kilifi county in Kenya 🇰🇪, the air pollution is rated as very good. #AirPollution kills. Kenya is blessed by nature, geography &amp; wonderful people. @governorkingi https://t.co/5OildMALsl",First run Jan Few days ago I home air pollution hazardous levels amp today Kilifi county Kenya air pollution rated good kills Kenya blessed nature geography amp wonderful people,0.4699999999999999,0.5866666666666667,60.0,27.0,False,AirPollution,governorkingi,"Kilifi, Kenya",Siddharth Chatterjee,"Nairobi, Kenya","PLEASE #WearAMask😷.Resident Coordinator @UNKenya 🇰🇪 🇺🇳. #Feminist #Marathoner. Red Cross & Army Special Forces veteran, @Princeton alumnus. Tweets my own.",27893,3033,278,25230,6313,True,POSITIVE,[0.93796384]
74,74,1233718989521637376,KasUganda,Sat Feb 29 11:41:43 +0000 2020,"#AirPollution is an existential urban development threat. This coming week, we will gather experts to discuss the status and costs of air pollution in Kampala. Write to us if you would like to attend. Follow the conversations via #KlaCleanAir and #UgandaGreenGrowth @KCCAUG https://t.co/tr0Qiz7VK8",existential urban development threat This coming week gather experts discuss status costs air pollution Kampala Write us would like attend Follow conversations via,0.0,0.0,9.0,7.0,False,"AirPollution, KlaCleanAir, UgandaGreenGrowth",KCCAUG,Golden Tulip Hotel,KAS Uganda & S.Sudan,"Kampala, Uganda","We promote political dialogue, civic education, democratic governance and participation, professional and free media, and sustainable economic policies.",5261,1285,31,11637,3179,False,POSITIVE,[0.92337596]
75,75,1194240590722023424,ENNOsuteye,Tue Nov 12 13:08:39 +0000 2019,"Jane Rendell from @BartlettArchUCL makes a #virtual #videolink facilitation of a breakout session of the workshop in Kampala. In line with her strict #lower #emissions, reduced flying stance for academic conferences. @urban_know @BartlettUCL @dpu_ucl  @VaneBailo @ColinMcFarlane3 https://t.co/qXi1ocrcfw",Jane Rendell makes facilitation breakout session workshop Kampala In line strict reduced flying stance academic conferences,0.0,0.0,5.0,2.0,False,"virtual, videolink, lower, emissions","BartlettArchUCL, urban_know, BartlettUCL, dpu_ucl, VaneBailo, ColinMcFarlane3",Hotel Africana Health Club,Emmanuel Osuteye,"Canterbury, England",African Environment; Urban Risk; Climate Change & DRR Researcher - Dev. Planning Unit @UCL; @Urban__ARK @urban_know #SDG #ClimateReality...Chelsea FC fan!,520,331,3,582,3655,False,NEUTRAL,[0.6139848]
76,76,1250214610218688512,adedun,Wed Apr 15 00:09:25 +0000 2020,To make the situation worse @IkejaElectric did not supply so windows need to be opened. Don't know what is best in this situation as securities adviced all residents to put off their generator by 10p.m,To make situation worse supply windows need opened Do n't know best situation securities adviced residents put generator p.m,0.3,0.45,0.0,0.0,,,IkejaElectric,"Ikotun, Nigeria",Adedun™ Abiola Apena,Nigeria,"Farmer, Investor, Husband, Father, Banker, Entrepreneur",127,303,0,4481,114,False,NEGATIVE,[0.20749521]
77,77,1250237440629104640,adedun,Wed Apr 15 01:40:08 +0000 2020,Kindly help retweet to stop #airpollution through burning of tyres @Omojuwa @DrOlusesan @ChiefOjukwu https://t.co/5SPEexwC2c,Kindly help retweet stop burning tyres,0.6,0.9,0.0,0.0,False,airpollution,"Omojuwa, DrOlusesan, ChiefOjukwu","Ikotun, Nigeria",Adedun™ Abiola Apena,Nigeria,"Farmer, Investor, Husband, Father, Banker, Entrepreneur",127,303,0,4481,114,False,POSITIVE,[0.802804]
78,78,1283785146064416771,OstenLaboratory,Thu Jul 16 15:26:45 +0000 2020,"@OstenLaboratory 

Quality is our watchword. 
We deliver exceptional results.

How has ur day been?

#ostenlaboratory #fieldwork #thursdaymotivation #fields #sampling #airquality #clearenergy #ostenclearenergy @… https://t.co/kIKaoIsPXZ",Quality watchword We deliver exceptional results.How ur day,0.6666666666666666,1.0,2.0,1.0,False,"ostenlaboratory, fieldwork, thursdaymotivation, fields, sampling, airquality, clearenergy, ostenclearenergy",OstenLaboratory,"Lagos, Nigeria",Osten Media,"Port Hacourt, Nigeria. ","Crude Assay / Production Chemistry / Oil Fingerprinting / Environmental Studies / Bio-Toxicity / Petroleum Quality Testing / Analysis on Soil, Solid waste, etc",125,115,0,444,81,False,POSITIVE,[0.9070102]
79,79,1288028180935249920,OstenLaboratory,Tue Jul 28 08:27:03 +0000 2020,"Osten Laboratory
its always something new and excting when you love what you do.

#airquality #sampecollection #ostenlaboratory #ostenteam @ Lagos, Nigeria https://t.co/n7jCdHYeKm",Osten Laboratoryits always something new excting love Lagos Nigeria,0.3181818181818182,0.5272727272727272,3.0,0.0,False,"airquality, sampecollection, ostenlaboratory, ostenteam",,"Lagos, Nigeria",Osten Media,"Port Hacourt, Nigeria. ","Crude Assay / Production Chemistry / Oil Fingerprinting / Environmental Studies / Bio-Toxicity / Petroleum Quality Testing / Analysis on Soil, Solid waste, etc",125,115,0,444,81,False,POSITIVE,[0.914813]
80,80,1285860739245195265,missochuwa,Wed Jul 22 08:54:25 +0000 2020,"Air Purifier 🍃

Purifies the air while diffusing fragrance into your space. This is a must-have!

Fragrances sold separately.

Air Purifier- #17,500
Fragrance - #5,500

#airpurifier #cleanair #perfumemist #home… https://t.co/qWMWShScV3","Air Purifier Purifies air diffusing fragrance space This must-have Fragrances sold separately.Air Purifier- ,500Fragrance ,500",0.0,0.0,0.0,4.0,False,"airpurifier, cleanair, perfumemist, home",,"Lagos, Nigeria",ochuwa oputeh,,,387,195,2,13993,1907,False,NEGATIVE,[0.13004875]
81,81,1249714663467737089,loloyemy,Mon Apr 13 15:02:49 +0000 2020,"Good evening Nigeria...hope your are edifying you’re body as much as your soul? #freshair #freshface #freshcut #selfdevelopment #selfawareness #unlearntolearnagain @ Lagos, Nigeria https://t.co/jntvNpAgai",Good evening Nigeria ... hope edifying youre body much soul Lagos Nigeria,0.45,0.4,0.0,0.0,False,"freshair, freshface, freshcut, selfdevelopment, selfawareness, unlearntolearnagain",,"Lagos, Nigeria",micheal_ele,"Lagos, Nigeria",Plus Sized Fashionista IG: @queen_ssbbw SC: loloyemy YouTube channel: https://t.co/WLPcPw4dDV reviews and inquiries: loloyemy@gmail.com,574,400,1,1187,2788,False,POSITIVE,[0.88725173]
82,82,1276212486975492099,Vicki_dorlyn,Thu Jun 25 17:55:42 +0000 2020,"SOFT PINK FLORAL BORDER FABRIC 
LENGHT BY 60
BALL DRESS STYLE INSPIRATION 

#fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings… https://t.co/tIS4S7BtIX",SOFT PINK FLORAL BORDER FABRIC LENGHT BY BALL DRESS STYLE INSPIRATION,0.0,0.325,0.0,0.0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings",,"Lagos, Nigeria",Vikki, Lagos,"Be not afraid of growing slowly; be afraid only of standing still.

business: @SilkbyVikki ;  IG@silk_by_vikki",2949,2232,5,11320,1070,False,POSITIVE,[0.9808235]
83,83,1276214174524116993,Vicki_dorlyn,Thu Jun 25 18:02:24 +0000 2020,"GREY BORDER FABRIC 
LENGHT BY 60
BALL DRESS STYLE INSPIRATION 

#fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/GlFEOlGmyp",GREY BORDER FABRIC LENGHT BY BALL DRESS STYLE INSPIRATION,-0.05,0.1,0.0,0.0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",,"Lagos, Nigeria",Vikki, Lagos,"Be not afraid of growing slowly; be afraid only of standing still.

business: @SilkbyVikki ;  IG@silk_by_vikki",2949,2232,5,11320,1070,False,POSITIVE,[0.87039554]
84,84,1267610517461499908,LightBeamJay,Tue Jun 02 00:14:33 +0000 2020,@aqi__x @PierceMyPain No. I’m not reading this. 💔 I’m so sorry 😢,No Im reading Im sorry,-0.5,1.0,2.0,0.0,,,PierceMyPain,"Cape Town, South Africa",Jays'Joint🎈,Cape town South Africa,professional chef || photographer || senior food columnist for Engrave magazine || 🇿🇦🏳️‍🌈,1925,1487,5,3829,11647,False,NEGATIVE,[0.02651787]
85,85,1249148953293205506,ShakiiraHarris,Sun Apr 12 01:34:53 +0000 2020,@aqi__x All the time 🙂,All time,0.0,0.0,0.0,0.0,,,,"Cape Town, South Africa",sour cream & onion pringles,South Africa,23. im the elachi you’ll bite into just as the curry starts to get lekker. tweets are for twitter. hou vir jou in.,1664,1662,9,14168,26696,False,POSITIVE,[0.7739736]
86,86,1249106814534324224,ShakiiraHarris,Sat Apr 11 22:47:26 +0000 2020,"Sent my crush a heartfelt paragraph and the response was “Shukran so much 🙏🏽🙏🏽”

DMs now open. https://t.co/JyDB0oY8Qw",Sent crush heartfelt paragraph response Shukran much DMs open,0.06666666666666668,0.5666666666666667,8.0,1.0,False,,,"Cape Town, South Africa",sour cream & onion pringles,South Africa,23. im the elachi you’ll bite into just as the curry starts to get lekker. tweets are for twitter. hou vir jou in.,1664,1662,9,14168,26696,False,NEUTRAL,[0.53538173]
87,87,1262709147188985857,Eesaa_allie,Tue May 19 11:38:15 +0000 2020,@ImaadGvr @aqi__x 🤣auj she then wake up early in the morning so I have time to go roek a entjie,auj wake early morning I time go roek entjie,0.1,0.3,1.0,0.0,,,ImaadGvr,"Cape Town, South Africa",God of Thunder,Cape Town,Bring me Thanos,449,720,5,12743,19449,False,NEGATIVE,[0.33308288]
88,88,1262708264606797824,ImaadGvr,Tue May 19 11:34:44 +0000 2020,@Eesaa_allie @aqi__x Jy eesaa I now tell your mommy to take that entjies off you,Jy eesaa I tell mommy take entjies,0.0,0.0,0.0,0.0,,,Eesaa_allie,,imaad,F*ck 12,brakes fail bru,722,512,2,35177,24174,False,NEUTRAL,[0.63381714]
89,89,1267606091917033474,saltmaamz,Mon Jun 01 23:56:57 +0000 2020,"I AM BEYOND JAS. 
I AM BEYOND KWAAD. 

DAY VARK ONE OF THE ALCOHOL BAN BEING LIFTED AND SOMEONE ALREADY GOT KILLED BY A DRUNK DRIVER. 

I AM JAS ON BEHALF OF MY FRIEND AND HIS FAMILY. 
SOMEONE NEEDS TO BE HELD ACCOUNTABLE.",I AM BEYOND JAS I AM BEYOND KWAAD DAY VARK ONE OF THE ALCOHOL BAN BEING LIFTED AND SOMEONE ALREADY GOT KILLED BY A DRUNK DRIVER I AM JAS ON BEHALF OF MY FRIEND AND HIS FAMILY SOMEONE NEEDS TO BE HELD ACCOUNTABLE,-0.35,0.5,400.0,124.0,,,,,aqilah 🤍,cpt / sa 🇿🇦,21 years of constantly being taken for a poes 🥵😍🥰♥️✨🌻🌸☀️💦❄️🌹💖💝💞,3798,367,3,43965,3633,False,NEGATIVE,[0.28339553]
