,Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place,sentiment,sentimentScore,,HandMade
108,112,9,1.25837E+18,Thu May 07 12:14:07 +0000 2020,"50mm insulation fiber (fiber glass)
#lagosisland 
#hvac 
#hvaccontractor 
#Lagos
#Nigeria
#kano
#Abuja
#portharcourt @ CTC Anozie Global Limited https://t.co/Wf6LxQOOFE",50mm insulation fiber fiber glass CTC Anozie Global Limited,-0.035714286,0.071428571,0,0,FALSE,"lagosisland, hvac, hvaccontractor, Lagos, Nigeria, kano, Abuja, portharcourt",,"Lagos, Nigeria",NEUTRAL,[0.5457796],,TRUE
262,272,94,1.30289E+18,Mon Sep 07 08:50:13 +0000 2020,A major obstacle to achieving #CleanAirForAll in urban &amp; peri-urban areas in #Kenya is open burning of trash like the case here near #Kangemi market along #WaiyakiWay in #Nairobi. #WorldCleanAirDay #SeasonOfCreation @mwanadandadzi @WHOKenya @NemaKenya @Environment_Ke @davemunene https://t.co/mvyLcAeG30,A major obstacle achieving urban amp peri-urban areas open burning trash like case near market along,0.040625,0.35,17,7,FALSE,"CleanAirForAll, Kenya, Kangemi, WaiyakiWay, Nairobi, WorldCleanAirDay, SeasonOfCreation","mwanadandadzi, WHOKenya, NemaKenya, Environment_Ke, davemunene",,NEUTRAL,[0.612916],,FALSE
268,278,100,1.29883E+18,Thu Aug 27 03:30:58 +0000 2020,What level of exposure is one exposed to in a #Vehicle #AfricaAQ @ANGA_AtmosSci @AirQualityKenya new publication now available @SEIresearch @WiLLiamAO2 @PMOsano https://t.co/PpDtegI2uZ,What level exposure one exposed new publication available,0.268181818,0.427272727,7,4,FALSE,"Vehicle, AfricaAQ","ANGA_AtmosSci, AirQualityKenya, SEIresearch, WiLLiamAO2, PMOsano","Nairobi, Kenya",NEUTRAL,[0.54051995],,FALSE
70,72,72,1.21534E+18,Thu Jan 09 18:23:13 +0000 2020,"#PM10 readings from Vaisala AQT420 #airquality sensor at #burning sisal waste site in Taita, Kenya. High PM10 values indicate burning &amp; variation is caused by changes in wind direction. But how to explain the high peak on Jan 8? @VaisalaGroup @INAR_fin @mega_sense @helsinkiuni https://t.co/LfzvpYm1dj",readings Vaisala AQT420 sensor sisal waste site Taita Kenya High PM10 values indicate burning amp variation caused changes wind direction But explain high peak Jan 8,0.04,0.36,2,0,FALSE,"PM10, airquality, burning","VaisalaGroup, INAR_fin, mega_sense, helsinkiuni","Nairobi, Kenya",NEGATIVE,[0.3793408],,TRUE
60,62,62,1.20147E+18,Mon Dec 02 12:03:59 +0000 2019,Back to town and straight to work reconfiguring our sensor on the Ring Road #BeatAirPollution https://t.co/BBwdb2aP4O,Back town straight work reconfiguring sensor Ring Road,0.1,0.2,6,0,FALSE,BeatAirPollution,,"Accra, Ghana",NEGATIVE,[0.3667733],,FALSE
132,138,35,1.25623E+18,Fri May 01 14:13:33 +0000 2020,"Covid 19 did not break anything.

It only exposed that which was already broken.

We should not waste this opportunity to fix it.

It might be our last..

#youpayitforward #peoplematter #economy #poverty #health #education #equality #housing #sanitation #employment #cleanair https://t.co/QExinqV2wZ",Covid 19 break anything It exposed already broken We waste opportunity fix It might last..,-0.2,0.155555556,5,2,FALSE,"youpayitforward, peoplematter, economy, poverty, health, education, equality, housing, sanitation, employment, cleanair",,"Randburg, South Africa",NEGATIVE,[0.09570527],,FALSE
273,283,105,1.31161E+18,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,FALSE,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",,NEGATIVE,[0.03526214],,TRUE
259,269,91,1.30396E+18,Thu Sep 10 07:19:30 +0000 2020,"Happening now: Air pollution is a major concern that is closely related to climate change and Mitigation of Air Pollution is key towards realization of green solutions
#CleanAirForAll @Environment_Ke @matatuindustry @LouAPCD https://t.co/ZmckTyBBIv",Happening Air pollution major concern closely related climate change Mitigation Air Pollution key towards realization green solutions,-0.034375,0.55,2,3,FALSE,CleanAirForAll,"Environment_Ke, matatuindustry, LouAPCD","Ngong, Kenya",NEGATIVE,[0.14508367],,TRUE
204,212,34,1.25799E+18,Wed May 06 11:01:20 +0000 2020,"@VondisPet owner, Paul Jacobson, Your ""stop the decay"" videos on FB are disgusting! What right did you have to publish the details of the man feeding the destitute in Sea Point? Now his car has been burnt out! You need to own this shit! Please explain! 

https://t.co/PMDUDYE02V",owner Paul Jacobson Your `` stop decay '' videos FB disgusting What right publish details man feeding destitute Sea Point Now car burnt You need shit Please explain,-0.304761905,0.778571429,14,5,TRUE,,,,NEGATIVE,[0.18490416],,TRUE
123,129,26,1.26302E+18,Wed May 20 08:21:21 +0000 2020,"Lion’s Head on a Saturday morning.  

Missing this mountain and the beautiful views it offers.
.
.
.
.
.
.
#lionshead #hike #mountain #freshair #peace #views #capetown #southafrica #lockdown… https://t.co/C17ZaMJK7k",Lion ’ Head Saturday morning Missing mountain beautiful views offers …,0.25,0.35,1,0,FALSE,"lionshead, hike, mountain, freshair, peace, views, capetown, southafrica, lockdown",,,NEGATIVE,[0.19277164],,FALSE
147,154,51,1.278E+18,Tue Jun 30 16:25:16 +0000 2020,@Rehema1234 @sciencerely @OpenAQ @EPA @StateDept @AndriannahM Oh that stinks!!  With the rise in low cost sensors I hope there will be a way for researchers to get access.,Oh stinks With rise low cost sensors I hope way researchers get access,-0.3,0.4,2,0,,,"Rehema1234, sciencerely, OpenAQ, EPA, StateDept, AndriannahM",,NEGATIVE,[0.09955078],,TRUE
64,66,66,1.19504E+18,Thu Nov 14 17:56:55 +0000 2019,"DYK 50% of #pneumonia deaths among children under 5 are caused by toxins inhaled from household #airpollution from cooking with polluting, inefficient stoves &amp; fuels?

#CleanCookingIs a tool for ensuring children around the world live healthier, longer lives!",DYK 50 deaths among children 5 caused toxins inhaled household cooking polluting inefficient stoves amp fuels tool ensuring children around world live healthier longer lives,0.136363636,0.5,6,3,,"pneumonia, airpollution, CleanCookingIs",,"Nairobi, Kenya",NEGATIVE,[0.35028702],,TRUE
174,182,4,1.31381E+18,Wed Oct 07 11:53:18 +0000 2020,"Living in Lagos is getting more expensive as the days go by, inhabitants of the ‘’megacity’’ have to weather the challenges of traffic due to bad roads and air pollution as a result of Cars not in good shape and chiefly because of Air pollution. https://t.co/L29Qa76GF0",Living Lagos getting expensive days go inhabitants ‘ ’ megacity ’ ’ weather challenges traffic due bad roads air pollution result Cars good shape chiefly Air pollution,-0.15625,0.585416667,3,2,FALSE,,,,NEGATIVE,[0.07607782],,TRUE
190,198,20,1.31386E+18,Wed Oct 07 15:01:04 +0000 2020,"The reason why your #HVAC system broken is because you don't get regular🙄 maintenance done🤏
.
.
.
📞08092930111 https://t.co/uOuIvtQTkX",The reason system broken n't get regular maintenance done🤏 08092930111,-0.2,0.238461538,0,0,FALSE,HVAC,,,NEGATIVE,[0.0242624],,FALSE
20,22,22,1.19414E+18,Tue Nov 12 06:11:31 +0000 2019,The govt of India needs to be proactive about tackling the increasing air pollution in Delhi and in many other Indian cities. Requires carefully looking at the situation  and coming up with sustainable solutions. Look at Beijing as an example. #AirPollution #DelhiAirEmergency,The govt India needs proactive tackling increasing air pollution Delhi many Indian cities Requires carefully looking situation coming sustainable solutions Look Beijing example,0.2,0.75,1,0,,"AirPollution, DelhiAirEmergency",,"Cape Town, South Africa",NEGATIVE,[0.37620676],,FALSE
250,259,81,1.31195E+18,Fri Oct 02 08:24:35 +0000 2020,@Maurinbae trapping dust and other particulates,trapping dust particulates,0,0,1,0,,,Maurinbae,,NEGATIVE,[0.24200228],,FALSE
213,221,43,1.30325E+18,Tue Sep 08 08:41:42 +0000 2020,Air pollution causes respiratory and heart problems. And for those who already have pre-existing respiratory conditions such as asthma and pneumonia suffer the most. Prevent air pollution. #CleanAirForAll #CleanAirJoburg #CleanAir #SolutionToPollution https://t.co/2SlWSudr7a,Air pollution causes respiratory heart problems And already pre-existing respiratory conditions asthma pneumonia suffer Prevent air pollution,0,0,11,12,FALSE,"CleanAirForAll, CleanAirJoburg, CleanAir, SolutionToPollution",,"Johannesburg, South Africa",NEGATIVE,[0.02611485],,TRUE
247,256,78,1.31119E+18,Wed Sep 30 06:30:00 +0000 2020,"Emissions from the transport sector are a major contributor to climate change and have a significant impact on air quality. What can be done to mitigate the issue? Read more #transport #ClimateChange #cleanair
https://t.co/H2HK7UWg88",Emissions transport sector major contributor climate change significant impact air quality What done mitigate issue Read,0.21875,0.6875,0,0,FALSE,"transport, ClimateChange, cleanair",,,NEGATIVE,[0.35403842],,TRUE
24,26,26,1.24075E+18,Thu Mar 19 21:15:20 +0000 2020,"Instead of sitting in the traffic, we got to walk on the beach after work... without touching anyone #socialdistancing #covid #houtbay #beach #donttouchme #sunshine #freshair #stayhealthy #exercise #keithtwins @… https://t.co/Sd1AWp1sGK",Instead sitting traffic got walk beach work ... without touching anyone …,0.5,0.5,2,0,FALSE,"socialdistancing, covid, houtbay, beach, donttouchme, sunshine, freshair, stayhealthy, exercise, keithtwins",,"Hout Bay, South Africa",NEGATIVE,[0.06434599],,FALSE
47,49,49,1.23855E+18,Fri Mar 13 19:28:41 +0000 2020,Greta Thunberg 😁 sorry I just had to...hoping this tweet gets some love 🙈 #GretaThunberg #co2emissions #coronavirus https://t.co/iLe4eTNTkK,Greta Thunberg sorry I ... hoping tweet gets love,0,0.8,0,0,FALSE,"GretaThunberg, co2emissions, coronavirus",,"Krugersdorp, South Africa",NEGATIVE,[0.32791674],,FALSE
148,155,52,1.26707E+18,Sun May 31 12:38:25 +0000 2020,"We’ve recently published one of the few registry based studies from Africa, utilising the relatively well developed EMR and death registry in Botswana. Even with 18 authors it took us well over six months to collate, clean, and check these data… 
https://t.co/OdWi7YjOAI
6/15",We ’ recently published one registry based studies Africa utilising relatively well developed EMR death registry Botswana Even 18 authors took us well six months collate clean check data… 6/15,0.116666667,0.3125,97,38,FALSE,,,,NEGATIVE,[0.39033622],,FALSE
159,167,64,1.28508E+18,Mon Jul 20 05:17:21 +0000 2020,"@subu_caps Good progress... a few years ago the UK made it so difficult for us foreign students, i couldn't wait to finish and leave...but also back to working on #AfricaAQ from #Nairobi   is where I wanna be :-) @ANGA_AtmosSci
@AirQualityKenya",Good progress ... years ago UK made difficult us foreign students could n't wait finish leave ... also back working I wan na,-0.025,0.375,4,0,,"AfricaAQ, Nairobi","subu_caps, ANGA_AtmosSci, AirQualityKenya","Nairobi, Kenya",NEGATIVE,[0.22375777],,FALSE
222,230,52,1.30179E+18,Fri Sep 04 07:50:29 +0000 2020,"@mphomoerane @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg @JHBWater I reduce air pollution in my community by cleaning up rubbish &amp; involving the community; also educating the community to call onto @cleanerJoburg to collect their rubbish, instead of burning it.
#CleanAirForAll #CleanAirJoburg #unepafrica #unepas #unepas @CityofJoburgZA",I reduce air pollution community cleaning rubbish amp involving community also educating community call onto collect rubbish instead burning,0,0,2,1,,"CleanAirForAll, CleanAirJoburg, unepafrica, unepas, unepas","mphomoerane, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg, JHBWater, CleanerJoburg, CityofJoburgZA",,NEGATIVE,[0.12755641],,FALSE
92,96,96,1.22E+18,Wed Jan 22 15:13:33 +0000 2020,"Plastic Pollution
Climate Change
Biodiversity Loss
Food Sustainability
Air Quality
Water Quality
 these challenges will affect billions of people.
#Reuters
#climatechange #ClimateCrisis @unenvironment @unhabitatyouth #BeatAirPollution
#earthquake @UNFCCC @K24Tv @KeForestService",Plastic Pollution Climate Change Biodiversity Loss Food Sustainability Air Quality Water Quality challenges affect billions people,0,0,23,5,,"Reuters, climatechange, ClimateCrisis, BeatAirPollution, earthquake","unhabitatyouth, UNFCCC, K24Tv, KeForestService","Nairobi, Kenya",NEGATIVE,[0.39946687],,FALSE
98,102,102,1.22542E+18,Thu Feb 06 13:59:50 +0000 2020,"After getting to know that air quality in Kampala is bad... We go ahead to purchase air monitoring equipments. 
The measures to #beatAirPollution are within our means.
- Stopping the burning of rubbish
- single use plastic ban
- tree planting etc https://t.co/oVfzHThpVx",After getting know air quality Kampala bad ... We go ahead purchase air monitoring equipments The measures within means Stopping burning rubbish single use plastic ban tree planting etc,-0.385714286,0.44047619,2,1,FALSE,beatAirPollution,,"Kampala, Uganda",NEGATIVE,[0.1036801],,TRUE
93,97,97,1.22148E+18,Sun Jan 26 16:58:20 +0000 2020,"The “climate war” risks eclipsing the “war on violent extremism”.
#climatechange #ClimateCrisis @unenvironment @unhabitatyouth #BeatAirPollution @vanessa_vash @MaimunahSharif @NamugerwaLeah @ThisIsZeroHour #SundayThoughts #ClimateStrike #ClimateNatureDebate",The “ climate war ” risks eclipsing “ war violent extremism ”,-0.8,1,6,2,,"climatechange, ClimateCrisis, BeatAirPollution, SundayThoughts, ClimateStrike, ClimateNatureDebate","unhabitatyouth, vanessa_vash, MaimunahSharif, NamugerwaLeah, ThisIsZeroHour","Nairobi, Kenya",NEGATIVE,[0.19301006],,FALSE
175,183,5,1.31381E+18,Wed Oct 07 11:53:19 +0000 2020,"Lagos has a population of over 20 million people, and if the recent data released by the World Bank is anything to go by, there is every reason to be afraid.
#pollution #pollutionfree #pollutionsolution #airpollution #lithiumbattery #lithium #polycrystalline",Lagos population 20 million people recent data released World Bank anything go every reason afraid,-0.3,0.575,1,1,,"pollution, pollutionfree, pollutionsolution, airpollution, lithiumbattery, lithium, polycrystalline",,,NEGATIVE,[0.30426282],,TRUE
137,143,40,1.27431E+18,Sat Jun 20 11:47:02 +0000 2020,"Another shit day in #africa Having a #beautiful walk at thaba_trails
#nature #blueskies huaweimobile huaweiza #phonephotography @ Alberton, Gauteng https://t.co/M6z77WlNdw",Another shit day Having walk thaba_trails huaweimobile huaweiza Alberton Gauteng,-0.2,0.8,0,0,FALSE,"africa, beautiful, nature, blueskies, phonephotography",,"Alberton, South Africa",NEGATIVE,[0.31560862],,TRUE
146,153,50,1.278E+18,Tue Jun 30 16:28:49 +0000 2020,"The #AirQuality data is open and available online, already this is a huge step https://t.co/CiBNQPh2IG",The data open available online already huge step,0.266666667,0.6,4,0,FALSE,AirQuality,,"Nairobi, Kenya",NEGATIVE,[0.3277625],,FALSE
18,20,20,1.22753E+18,Wed Feb 12 09:31:08 +0000 2020,Official update: Oceana Fishmeal Factory Hout Bay has closed. @kiaraworth @ikemoriz @EmmainSA @HBpartnership @HoutBayInfo @houtbaymag https://t.co/esXrlhuJZ6 #FAHB #Oceana #HoutBay #Houtbayfishmealfactory #houtbayHarbour #freshairforhoutbay #airpollution,Official update Oceana Fishmeal Factory Hout Bay closed,-0.1,0.1,3,0,FALSE,"FAHB, Oceana, HoutBay, Houtbayfishmealfactory, houtbayHarbour, freshairforhoutbay, airpollution","kiaraworth, ikemoriz, EmmainSA, HBpartnership, HoutBayInfo, houtbaymag","Hout Bay, South Africa",NEGATIVE,[0.04878709],,FALSE
252,261,83,1.28948E+18,Sat Aug 01 08:35:46 +0000 2020,"@gkimega @mmtairo I honestly think its the client who influenced the final outcome of the Architects design. Several reasons can be the cause of change and two major ones are.
1. Trying to save money by removing architectural elements
2.  Lack of Construction details for the Removed elements.",I honestly think client influenced final outcome Architects design Several reasons cause change two major ones 1 Trying save money removing architectural elements 2 Lack Construction details Removed elements,0.165625,0.6,17,2,,,"gkimega, mmtairo",,NEGATIVE,[0.09346667],,FALSE
134,140,37,1.27939E+18,Sat Jul 04 12:08:05 +0000 2020,"Isolation is causing havoc....missing the #outdoors, #cycling, #freshair, #dogsbarcking while cycling and #exploring the #neighborhood.",Isolation causing havoc ... .missing cycling,0,0,0,0,,"outdoors, cycling, freshair, dogsbarcking, exploring, neighborhood",,"Edenvale, South Africa",NEGATIVE,[0.01857737],,TRUE
255,264,86,1.31342E+18,Tue Oct 06 10:05:50 +0000 2020,"Installation work's on going...
#CloudQoCoolingSystems
#Hapakazituu💪🏽 
#AirConditioning #HVAC  #realestateke https://t.co/z0JMjXWpUR",Installation work 's going ...,0,0,0,0,FALSE,"CloudQoCoolingSystems, Hapakazituu, AirConditioning, HVAC, realestateke",,"Nairobi, Kenya",NEGATIVE,[0.21390352],,FALSE
